Adipocytes_names,Adipocytes_logfoldchanges,Adipocytes_pvals,Adipocytes_pvals_adj,CCS_names,CCS_logfoldchanges,CCS_pvals,CCS_pvals_adj,EC_Arterial_names,EC_Arterial_logfoldchanges,EC_Arterial_pvals,EC_Arterial_pvals_adj,EC_Capillary_names,EC_Capillary_logfoldchanges,EC_Capillary_pvals,EC_Capillary_pvals_adj,EC_Lymphatic_names,EC_Lymphatic_logfoldchanges,EC_Lymphatic_pvals,EC_Lymphatic_pvals_adj,EC_Mixed_names,EC_Mixed_logfoldchanges,EC_Mixed_pvals,EC_Mixed_pvals_adj,EC_Valves_Pericytes_names,EC_Valves_Pericytes_logfoldchanges,EC_Valves_Pericytes_pvals,EC_Valves_Pericytes_pvals_adj,EC_Venous_names,EC_Venous_logfoldchanges,EC_Venous_pvals,EC_Venous_pvals_adj,Endocardium_names,Endocardium_logfoldchanges,Endocardium_pvals,Endocardium_pvals_adj,Epicardium_names,Epicardium_logfoldchanges,Epicardium_pvals,Epicardium_pvals_adj,Fibroblasts_names,Fibroblasts_logfoldchanges,Fibroblasts_pvals,Fibroblasts_pvals_adj,Leukocytes_names,Leukocytes_logfoldchanges,Leukocytes_pvals,Leukocytes_pvals_adj,Neurons_Mixed_names,Neurons_Mixed_logfoldchanges,Neurons_Mixed_pvals,Neurons_Mixed_pvals_adj,Neurons_SchwannGlialCells_names,Neurons_SchwannGlialCells_logfoldchanges,Neurons_SchwannGlialCells_pvals,Neurons_SchwannGlialCells_pvals_adj,Pericytes_names,Pericytes_logfoldchanges,Pericytes_pvals,Pericytes_pvals_adj,PlateletsErythrocytes_names,PlateletsErythrocytes_logfoldchanges,PlateletsErythrocytes_pvals,PlateletsErythrocytes_pvals_adj,SMC_names,SMC_logfoldchanges,SMC_pvals,SMC_pvals_adj,aCM_names,aCM_logfoldchanges,aCM_pvals,aCM_pvals_adj,unknown_names,unknown_logfoldchanges,unknown_pvals,unknown_pvals_adj,vCM_names,vCM_logfoldchanges,vCM_pvals,vCM_pvals_adj
CTSV,-23.83745,0.10256440222806976,0.1821275395253593,POC1A,-0.3602924,0.050640303486084906,0.08187952219969932,BIRC2,0.030979123,0.0010880054338209659,0.0019949189657667375,TRPA1,-3.328414,0.07962541474135094,0.10902801299913523,ACBD6,0.066145375,0.6788698625424661,0.8593779538240981,CANT1,-0.8581852,2.1525666677187355e-32,4.8581630251549506e-32,PRPSAP1,0.16849494,0.20946925237557668,0.3123864521087558,FGGY,0.18208537,6.444471872635832e-05,0.0001259844164531347,CENPJ,-0.20874286,0.00016053424110718328,0.00023093916373935852,FSCN2,-0.17519617,0.9686083786925778,0.9949117029353015,KCNK10,-0.38631126,0.224685544936852,0.25561241098951987,ARVCF,-1.7703389,2.3262870530487446e-59,4.785758479363639e-59,ALOX5AP,-1.792224,0.12720699141494562,0.20048119407209267,ATP6V1C2,-0.48982543,0.5977486773695123,0.7432215388746647,ABI1,0.110028915,1.5967215732979053e-10,3.266601868538971e-10,FOXRED2,-0.5016675,0.6770586968629646,0.9289607081740925,FBXW10,-1.1704873,0.479962342676425,0.5590926422215339,MTHFSD,-0.35859555,0.0013133665894235864,0.0018839776226195956,HIGD2A,-0.026066901,6.721585807579845e-11,1.5039610527501117e-10,WDR81,-0.9986867,0.03757751126982318,0.044003708883005234
ZNF43,-0.24206543,0.10240726338969999,0.18186990104464018,MPP1,-0.54695565,0.05058959361764366,0.08180629453310598,TADA1,-0.24265403,0.0010844052947517758,0.0019885595028425033,SUPT7L,-0.16669536,0.07947804716187201,0.10883610269185849,ANKS4B,-20.880047,0.678446828214468,0.859058606545243,DPYSL2,0.24171524,2.1135693447563547e-32,4.7708627805957083e-32,NRM,-0.7545084,0.20925625230352674,0.31218815339707645,NAA30,-0.09655465,6.437089224921434e-05,0.0001258563940698462,ZNF45,0.061414916,0.00016161334723564506,0.00023246937061383483,CYP27B1,0.7121082,0.9687373983097569,0.9949315785736416,PADI4,-1.3593044,0.22411529225008675,0.2549828865916554,PRR3,-0.46612474,2.2561755418925797e-59,4.642154230162619e-59,MCUR1,-0.027853232,0.12714766412073883,0.20042955367768858,PLA2G6,-0.17461644,0.5974816048701519,0.7429506781494877,EXOC1,0.10641719,1.5798475116516224e-10,3.232518796888054e-10,CSF3R,-1.053434,0.6770283196982039,0.9289607081740925,C19orf38,-0.53299916,0.4796069926082748,0.5587639904619487,PTPN5,-3.846597,0.0013101095705525632,0.0018794841861957494,GGA1,0.19061448,6.616448361294681e-11,1.4806559707689698e-10,IL2RB,-3.380969,0.037161836596426,0.04352370308189207
CDH6,-2.0157368,0.10240677160669719,0.18186990104464018,HHIPL1,-1.6623349,0.050459409402536876,0.08162201572380348,LRRC27,-0.8106516,0.0010828149586824037,0.00198588447641692,ARHGEF4,-1.314712,0.07943035279770744,0.10878066101842111,PSMC3,-0.10530636,0.6779270797849017,0.8584740226018256,ZNF69,-0.44219497,2.0473203678349482e-32,4.6220133120964905e-32,FCGR1A,-1.8530508,0.20903605314574503,0.3119213084907637,HBB,-0.4829137,6.377379655549511e-05,0.00012470512277993422,OTUB2,1.2597488,0.00016203592113939264,0.00023305500065145466,GGN,-0.35113508,0.9691881250885928,0.9949315785736416,FAM193B,0.2247589,0.22401680484431263,0.25489004966151735,TAF3,0.27295136,1.9510027431858544e-59,4.014798663779781e-59,CSF3R,-1.4398116,0.12712218631215125,0.20041032443570317,ORC3,0.047032807,0.5974802117637175,0.7429506781494877,DOT1L,-0.0680042,1.576056742374905e-10,3.2251997770741786e-10,OGG1,-0.11117088,0.6768637106701827,0.9289103502259158,INHA,-0.9122946,0.4793932771586734,0.5585581208120667,GPR160,-2.374891,0.0013053139118996127,0.0018727823517814388,CLN5,-0.15774092,6.576439676322746e-11,1.4719209193988266e-10,ADGRB1,-2.905421,0.036572066108122796,0.04283961671094297
NT5M,-0.62878776,0.10225205579041306,0.1816370087086763,CYBB,-2.6648328,0.050377309129502466,0.08149794719503174,ZNF337-AS1,-0.07254093,0.0010819256128248949,0.001984494573256358,MMP17,-1.5577145,0.07917520601478643,0.10844107534033551,COL8A2,-1.2494915,0.6774422570656149,0.858146595906854,NAA30,-0.473142,2.0192046501435702e-32,4.559221511066242e-32,KDM4A-AS1,-0.045082208,0.20889235988008237,0.31173771336994,POMT1,-0.11815289,6.363589287352808e-05,0.00012445158678855587,VAMP1,0.4593218,0.00016350635066312706,0.00023512509234949153,ANKLE1,-0.2214865,0.9692671790114928,0.9949315785736416,EDARADD,0.03130589,0.22374251649305332,0.2545971544079892,ADAM15,-0.54973227,1.8698240414135596e-59,3.848272798719957e-59,STXBP5-AS1,-0.598702,0.12703956413836234,0.20030099268451365,DDTL,-1.0656353,0.5971776441435913,0.7426950972735954,YDJC,-1.4111848,1.5609562952308843e-10,3.1947318155172914e-10,RNF135,-1.1399649,0.6766780678532814,0.9289103502259158,LRRC19,-0.8565794,0.47824650076690045,0.5572649930183803,VRK3,-0.270038,0.0013019554508658274,0.0018681414398618622,RAE1,0.14869592,6.549024933355342e-11,1.4660024368762804e-10,SLC17A7,-2.713309,0.0359829313223919,0.04215279046165789
P2RX1,-1.427917,0.10224833098107597,0.1816370087086763,IFRD2,-0.055086102,0.050351096888706225,0.08146427468314262,TNFRSF11B,-1.4752316,0.001076500268300258,0.001975023346606795,HNRNPL,0.0034385282,0.07873975835491126,0.10787404076727675,PROSER2-AS1,-1.3887215,0.6774333317177479,0.858146595906854,SLC52A2,-1.1453142,1.9415190633363836e-32,4.384468906759345e-32,PSMC3IP,-0.7824009,0.20882732119743952,0.3116714726574127,SPRYD4,-0.793901,6.116845333866798e-05,0.00011966185274879195,PAN3-AS1,1.2855761,0.00016602587811909663,0.00023872547185341142,SIAH3,0.90729326,0.9693109274287776,0.9949315785736416,CA9,-0.9779602,0.2234075725775454,0.2542351896652326,ACOT8,-0.32179773,1.749174247233908e-59,3.600455229030843e-59,GAL3ST4,-0.8941738,0.1268146127834934,0.20000900158098886,HIPK4,-0.88961786,0.5969742469849497,0.7425033241714901,TRMT61B,-0.018970251,1.5468645753203722e-10,3.1663203812199996e-10,FXR2,-0.19929777,0.6762092368403438,0.9285750477745983,ADGRG5,-3.0534453,0.4774114086952038,0.5563348760735091,ZP3,-0.84264463,0.0012934810969041828,0.001856334795975459,ZNF117,-0.38304362,6.413989628848687e-11,1.4359877092209522e-10,GCNT4,-1.7087471,0.035643601257007114,0.04175851810050857
RNF144A,-0.32801375,0.10220752887780865,0.18160066232916036,GLIS1,-2.9640484,0.05031291516922341,0.08141122716135088,PCDHGB6,-0.24028562,0.001070842662267463,0.0019651212863497753,MAD2L1BP,-0.22496273,0.07871045017008349,0.10784367807234681,IL1RN,-2.052292,0.6773119411653865,0.8581255722018144,TMEM39B,-0.32561064,1.9253190092556345e-32,4.348535541407668e-32,MARK2,0.17139857,0.20873268115595145,0.31156103491302733,ICE2,0.2100881,6.106169307644117e-05,0.000119479200299449,SLC25A35,0.645731,0.0001663490326192965,0.00023914456089640145,IRGM,-1.3350521,0.9694524337907303,0.9949315785736416,MYT1,-1.2535247,0.22314695091288073,0.2539577545567601,ARNT,0.2532098,1.51500308119211e-59,3.1188687084096747e-59,ABHD11,-0.45162955,0.12640879083845724,0.19943147306439438,TIMM8A,0.03207816,0.5967349458706446,0.7423280417968816,C1QTNF4,-0.68983835,1.5123092802113108e-10,3.096008092369656e-10,ASB4,-22.016304,0.6760883913844421,0.9285750477745983,ZBTB34,-0.25705314,0.4771466839763211,0.5560693246772693,FANCB,-0.47895557,0.0012875538543331653,0.001848179833516847,PDIA5,0.0146173285,6.341555785683758e-11,1.4199816011504345e-10,DCTN5,-0.3481792,0.03526126329670356,0.041320210084156386
PSMB9,-1.3986713,0.10211623152432624,0.18145980998058775,SRGAP2B,-0.2821542,0.05025188036628891,0.08132118576967963,PI15,-2.8593342,0.0010666321730967107,0.00195763258620644,RFC2,-0.2917176,0.07848973729814657,0.1075510364357752,SLC35C2,-0.12505597,0.6770049682938701,0.8578086627059934,MOGS,-0.47767672,1.900813435988465e-32,4.2938297224873395e-32,PLCD3,-0.04532019,0.20791237844280297,0.3105516246495232,MYO1F,-0.9992351,6.060367977689806e-05,0.00011859838371277822,PLK4,0.20622376,0.00016891314074729213,0.00024276136750386943,PCP4L1,0.32899594,0.9694776812445843,0.9949315785736416,ZBTB32,0.11102111,0.2231389040372579,0.2539577545567601,PCDHGA5,-1.2786732,1.4789223785565456e-59,3.0450063488643094e-59,SLC5A12,-1.9684656,0.12577553822583934,0.19847390452785105,KMO,-2.0625565,0.5965831591713191,0.742200398830562,SLC25A1,-0.3254281,1.5006048362200614e-10,3.0724634633337627e-10,DSTYK,-0.24778345,0.6755445899597157,0.9280283043575486,C2orf15,-0.52253723,0.4767671845010112,0.5557128783201468,ZNF212,-0.3644117,0.0012722440348095776,0.0018263775300433886,MAN1B1,0.13688277,6.327105813626775e-11,1.4169562388967992e-10,HSD17B13,-1.8178078,0.03522730740117684,0.04128362504259674
ZC3H18,-0.19344375,0.10207990653524625,0.18141662145901277,ZNF669,-0.86699337,0.05023928457454006,0.08130952094358805,ANAPC5,0.05453815,0.001058734361943963,0.001943846592513174,SLC19A3,-2.857172,0.0783042992209622,0.10730695702340719,DNAH7,-0.2540197,0.6767537969998239,0.8575624101025476,MXRA5,-0.9312733,1.889296344943319e-32,4.268452161359966e-32,GPBP1,0.15094629,0.2075360027994857,0.3101122132920632,PTPRD-AS1,-4.1137567,6.038052844613009e-05,0.00011817701145234019,ZNF597,0.4350739,0.00016893849620545947,0.00024277468908139347,LSMEM1,-0.6653805,0.9697545165277516,0.9949315785736416,FAM157C,-0.2573377,0.22190391140581878,0.25258117738416297,SDHAF1,-0.8565081,1.3320956744982326e-59,2.7430738053659883e-59,PLAGL2,-0.13668852,0.12539460067440072,0.19795557671318575,ANKRD18B,-1.1448723,0.5964173707745678,0.7420553140750022,AP4S1,0.09934244,1.4989170387117216e-10,3.069424144944003e-10,PI4KB,-0.31156492,0.6752196722641453,0.9277508461225856,HSD17B13,-1.1484214,0.4766102376104848,0.5555728513182542,GINS4,-0.49474424,0.0012587557529566092,0.0018075301449687105,CTSF,-0.07891789,6.248329062806361e-11,1.3995218494489995e-10,ELANE,-3.3221784,0.035150528806781135,0.04119684559695123
KCNMA1,-1.5223409,0.10203182292413467,0.1813525228560877,SHMT1,-0.45541713,0.050229361983749006,0.08130218050823038,ZNF277,0.16558976,0.0010551463213456106,0.0019374946199961008,SLC43A1,-0.75425,0.0779242406231824,0.10683436041833837,BDKRB2,-1.3509885,0.6767469895718374,0.8575624101025476,SUPT6H,0.3337148,1.8449042513545844e-32,4.168781997521094e-32,USP8,0.19280374,0.20749064307329435,0.3100869925851521,CENPL,-1.0197072,6.031306410792787e-05,0.00011806028061178307,TRIM23,-0.24959262,0.00017675142067753366,0.0002538814543509411,LINC01173,-0.016825695,0.9699878479157119,0.9949315785736416,KCNH5,-0.83281785,0.22113295351436402,0.2517416108047659,ARMT1,-0.3365914,1.2368280842865537e-59,2.547244739090157e-59,ACTR3C,-0.31217688,0.12532152182458553,0.1978816078025366,SBF2-AS1,0.088362925,0.5962385138684296,0.7418939443731832,BPNT1,-0.3966734,1.4961357229933545e-10,3.064144433629489e-10,SLC1A4,-0.2143359,0.6750600400541884,0.9276915102804147,POU2F2,-1.0667337,0.47613919894135026,0.5551953017401575,AEN,-1.0722016,0.001257546928622808,0.0018059661477567246,NCOR2,0.2652839,6.112904993514604e-11,1.3693923432109603e-10,FBXO2,-2.0938423,0.03476720471674189,0.04076024653034014
CAMSAP2,-0.04379962,0.10197515932392442,0.1812731571868866,TMEM123,-0.13047811,0.0501458158291425,0.08118436521062204,LY86,-2.8065386,0.0010491914783864428,0.0019267945718919681,NUBP2,-0.183121,0.07764505671951161,0.10647094275948293,RASGRP4,-1.4946941,0.6763035838216572,0.8572798326084706,ANKRD13A,-0.09757136,1.8317842897626308e-32,4.139755690490809e-32,ZNF112,-0.28609195,0.20682738287077673,0.3092676966497337,TXNL4B,-0.33682516,6.0185835547952645e-05,0.00011782651836680519,LIG4,0.0037305655,0.00017758592908058342,0.00025505584713400885,ZNF541,-0.40661836,0.9701207542361971,0.9949315785736416,ASPSCR1,0.049696673,0.2209620091724679,0.25156598087137033,MAD2L1,-1.051116,1.2179578499767878e-59,2.5087238804216843e-59,B4GALT7,-0.108577065,0.1252713431707012,0.19782307325857726,ZNF514,-0.020241102,0.5962156821257905,0.7418939443731832,ALG12,-0.23924471,1.4944535580639046e-10,3.0611146984664017e-10,NACAD,-1.4748424,0.6746476077111934,0.9273025223658771,KSR2,-0.53933346,0.47587851088393973,0.5549342053979616,UBR4,-0.267468,0.0012299917637266242,0.0017668985054409112,PAF1,0.0052479925,6.099156203889453e-11,1.366515223116087e-10,KCNG3,-1.8773034,0.0347385496205422,0.04072981594726716
BBC3,-1.5809005,0.10174679831500798,0.18088852399223707,LINC01482,-0.8946199,0.050014975483717236,0.08098991523607946,UMPS,-0.08511055,0.00104645581574925,0.00192200452370545,NAT8L,-3.3502252,0.07742920997601303,0.10618461035511029,UXS1,-0.08991751,0.6754429269167611,0.8563327161481652,TMEM184C,-0.4008957,1.7729293125157134e-32,4.0073459913864233e-32,CWC22,0.04073104,0.20627980304118942,0.3085100374093381,LAMA4,0.061069556,5.996126891001735e-05,0.00011740211084457471,PRR19,1.48437,0.00017875444397257332,0.0002566852586521481,GPSM1,-0.17374049,0.9701822792365852,0.9949315785736416,LRRTM2,-0.32012546,0.21946410506389236,0.24989831549903904,DCAF11,-0.21357918,9.748088494304557e-60,2.0081647769047825e-59,ZNF766,-0.020666396,0.12523726620102207,0.1977899562061349,OXSR1,0.028514383,0.5957909982110223,0.7417040126207003,SPRYD4,-0.708717,1.4785980384639316e-10,3.029048676055064e-10,BUB1B,-0.70440125,0.6746439033719231,0.9273025223658771,A2ML1,-0.99027926,0.4747675223456428,0.5536814347608717,SNX19,-0.33462653,0.001226253535401357,0.001761696178608023,PRPF40A,0.23022754,6.071966860910446e-11,1.3606254471397246e-10,SUDS3,-0.2951245,0.03470965809615643,0.04070226573327061
DOLK,-0.81294733,0.1017006736971773,0.18084913013288556,TBCEL,-0.11829182,0.04981874622597038,0.08068081532807651,ARHGAP33,-0.89726186,0.001043172563846608,0.001916207440795157,SDR42E1,-2.8473127,0.07740259758874167,0.10615776106954646,ATG16L2,-0.09634931,0.6746239520906248,0.855581906298463,NBPF26,-1.9551836,1.73776448857299e-32,3.928451417247388e-32,ZNF774,-0.27274072,0.2062761969917365,0.3085100374093381,IFFO1,-0.2029702,5.982699401024086e-05,0.0001171544042562028,ITGA2B,0.6464136,0.0001818391523834772,0.0002610899522187649,SPINK2,1.2364888,0.970664830423859,0.9949315785736416,TTC34,-0.15621494,0.2192287305786258,0.24964913618747608,DEDD,-0.2773076,9.618768841647088e-60,1.981794667005295e-59,DHX37,-0.61992425,0.12498236982571113,0.19742871314733434,TNRC6B,0.027306622,0.5956921194739857,0.7416420942997354,HSPB6,-0.12842862,1.4731306580285686e-10,3.018257927093016e-10,LCNL1,-22.062963,0.6743138483705122,0.9270126252147723,NOX5,-1.5089271,0.47411961690519544,0.5530113036813672,STEAP3,-2.0029883,0.0012107460184619802,0.0017397485395247267,DNAJC25,-0.1604379,6.031356260204056e-11,1.3517259976091418e-10,PALM3,-2.618961,0.034573088199041736,0.040545267472215235
LRRC8D,-0.47271305,0.10160629551054698,0.1807025939011519,PCID2,0.011409128,0.04966197324196623,0.08044418806136679,CHRAC1,-0.28895664,0.0010400025038607666,0.0019108494994237509,LILRB1,-3.1284645,0.07695440596300952,0.10555265789273287,SEC24B,0.109297425,0.674593047142898,0.855581906298463,THAP9-AS1,-0.76298267,1.7009477430490762e-32,3.8457982528983755e-32,CFLAR-AS1,0.1475059,0.20619363684878989,0.30844230025988073,C1orf105,-1.9710172,5.970249705303582e-05,0.00011694095853658878,FANCE,-0.0068307747,0.00018610848124888638,0.00026719455850534565,MORC1,0.4558165,0.9709490740677849,0.9949315785736416,GATA2-AS1,-0.26867175,0.2188068323073592,0.2492063024060573,HELQ,0.030761046,9.602681269428936e-60,1.9787502146125272e-59,OTUD5,0.028561141,0.12463532975931345,0.19690111972443824,ANXA8,-3.4169028,0.5954783218685705,0.7414750579728889,CCL4,-4.117749,1.4697258859946643e-10,3.011690844729324e-10,VTI1B,-0.069019295,0.674033295838395,0.9268802278626932,SLC46A2,-1.711192,0.47397474058567335,0.5528850506198008,CAMLG,-0.22359453,0.001207223057235384,0.0017348514930295579,NAA10,0.2194144,6.01271876853291e-11,1.347749170573276e-10,MAPK8IP2,-2.940002,0.034521801515021024,0.040488267676771626
HSD17B14,-1.4440603,0.10121707531890609,0.1800315970197915,KIF18B,-0.87802047,0.04965961528769968,0.08044418806136679,CNTNAP1,-0.50988567,0.001039158929789543,0.0019099971463139428,PLAGL2,-0.2957879,0.07652492283557331,0.10501128709169599,APC,0.08039453,0.67411671684583,0.8550861776844895,RDH13,-0.4066361,1.5867146160915316e-32,3.588057684455108e-32,ADAM28,-0.59010315,0.20599778999001472,0.30820654498389677,SHPK,-0.10170259,5.9659097864590075e-05,0.0001168711195447032,SERTAD2,-0.32682353,0.00018918607077906714,0.00027156136391455975,PLXNB3,-0.35104808,0.9709835746141102,0.9949315785736416,UNC5A,-1.944489,0.2178706042242271,0.24815872897751212,FAM117A,-0.2482906,9.251995563882217e-60,1.9067474675694443e-59,ABCB8,0.093182296,0.12447845706385782,0.19669446906164195,TNFSF14,-4.105514,0.5949737593204885,0.7409310979177169,ARMC6,-0.345203,1.4626944157309672e-10,2.9976893158897004e-10,ZNF630,-0.44598916,0.6738995914209975,0.9267808122585834,SLC26A4,-0.50804746,0.4735156733970065,0.5524349522965076,LINC01285,-1.3002827,0.0012054819224907305,0.0017325143485601472,CYP46A1,-1.1450775,5.972214597856882e-11,1.3388690242254316e-10,FOXO1,-0.66050667,0.03421822271085296,0.04014157925784632
CPXM2,-2.0742664,0.10120794011495603,0.1800315970197915,RAD51D,-0.45978978,0.04950760922118053,0.08021997405690966,METTL2A,-0.2057543,0.0010332924742969727,0.0018994458004981622,EIF3D,-0.057061236,0.07617189499846823,0.10454585661303042,ZNF317,-0.23012534,0.6734226693825409,0.8544892320767873,EGLN1,0.37773427,1.408474787446983e-32,3.185956458655556e-32,TIGD5,-0.8471607,0.20572783428069963,0.30786757312487045,AP3S2,0.15726146,5.943972164986694e-05,0.00011645648177850083,NDUFA9,-0.19846898,0.00019234329688598475,0.00027598830924161264,KCNJ14,-0.3068426,0.9710477279991302,0.9949315785736416,ALOX15,-1.8562791,0.2174421497416843,0.24768940477783224,DTD2,-0.96076775,9.220005488206906e-60,1.9004141331332782e-59,CANT1,-0.21020864,0.12430113641179705,0.19643484300804617,PPM1J,-0.5231531,0.5945989903083793,0.7405866106902749,RFC4,-0.52846336,1.4431907095942988e-10,2.9581195421970875e-10,FCGR2B,-23.273422,0.672907738636135,0.9255854531075964,ERI2,-0.08167176,0.47196467462022007,0.5507957678138232,ALG11,-0.09673562,0.0012041663530814573,0.0017307884381624146,RAB11FIP1,-0.043070883,5.967337789261297e-11,1.337974475048752e-10,CPA2,-2.91765,0.03273153577503034,0.03840948121582753
VHL,-0.10691105,0.10118153291927551,0.18001080924410068,TMEM222,-0.0903257,0.049381997421334145,0.08003362382761758,CLOCK,0.15337382,0.0010322858373797788,0.0018978265145249875,ASPHD1,-0.2928481,0.07578998795547304,0.10405954314264912,PDIK1L,-0.23355958,0.6733979624811814,0.8544892320767873,ABCB10,-0.27902338,1.4033171614636172e-32,3.174765792356305e-32,AQP11,-0.3334453,0.20570451449941474,0.3078667273889229,CXXC1,-0.2889979,5.864782204719385e-05,0.00011493480461449807,FAM72A,1.294894,0.00019440001862007907,0.0002788864145450792,SLC12A3,1.1096758,0.9711126087541103,0.9949315785736416,LINC00930,-1.9637097,0.21739519015845976,0.24765460521372848,SPDL1,-0.86869895,8.970432087001278e-60,1.84922498370473e-59,ZBTB7B,-0.7243269,0.12428409957217938,0.1964284878776135,RUFY2,0.009035547,0.5945325679483242,0.7405649979759086,FBXO44,-1.1187762,1.4183217073490478e-10,2.90754023462535e-10,SYT15,-4.9247746,0.6726929154389324,0.925458658140781,LHX4,-0.7427014,0.47174548726577425,0.5505825453418193,NCOA6,-0.25602007,0.0011747948751629322,0.0016892153445082863,MRPL55,0.25872278,5.847029231538721e-11,1.3111941331706148e-10,EPS8L2,-1.3133639,0.03260538784184247,0.03826740129940793
IFI27,-0.88033634,0.10095347440063517,0.17966861269509266,TP53RK,-0.015311331,0.04921021142332052,0.07976377519071565,VIT,-1.7008828,0.0010279300068977571,0.0018900486920200962,ARRDC3,-0.19638376,0.07533587572502778,0.10344545868821028,CCDC24,-0.6509315,0.6733765501183995,0.8544892320767873,STX6,-0.13797706,1.3967884468539448e-32,3.160469451262329e-32,NUTM2B-AS1,0.1619145,0.20561050874240716,0.30778355464594415,ZNF551,0.08288027,5.856458430992903e-05,0.0001147865852474609,INTU,-0.20416082,0.0001954363663533548,0.00028034651088345506,ZBTB25,-0.078241654,0.971205769126306,0.9949315785736416,TMEM51-AS1,-0.52384496,0.21716724370765905,0.24741360625318867,RAB24,-1.1053092,7.492100411584214e-60,1.54468277884739e-59,GLO1,0.013534039,0.12427567558172008,0.1964284878776135,RGPD5,-0.057676453,0.5938524222365563,0.7400842903711071,LRR1,-0.68307376,1.4181964774086257e-10,2.90754023462535e-10,ARHGEF35,-4.4437885,0.6722123603033209,0.9250505098657535,LINC00426,-2.4526362,0.47130435472262555,0.5501759368459794,XG,-1.8027595,0.0011727981153316974,0.0016865049220186733,DNAL1,-0.14053726,5.773787917500925e-11,1.2949622120809029e-10,LINC00996,-5.998759,0.03257471519888522,0.03823437562463647
CSNK2A2,-0.089939766,0.10076951407131698,0.17936236659562638,GPR137,-0.169456,0.0490824849127933,0.07957383846856553,KCTD9,0.046312828,0.0010260450464031697,0.0018868127013910853,AVPR1A,-1.5911014,0.07532992703778048,0.10344545868821028,IGDCC3,-0.35819128,0.6728456494129825,0.8540653805825394,GREB1L,-0.10701717,1.3399491514842203e-32,3.032315578677441e-32,MORC4,-0.12254691,0.20522223800614336,0.30723281579096473,CPEB4,-0.04607376,5.8319169849896235e-05,0.00011432041971355164,RWDD2A,0.12340505,0.00019584744566730286,0.00028090948964179193,ANKRD62,0.7013159,0.9714191587600884,0.9949315785736416,RBM4,0.023285812,0.21582052662624474,0.24593501871362772,MCAT,-1.1693637,6.479004290299759e-60,1.3359903367837675e-59,MRPL4,0.031071369,0.1237755898538693,0.1956862771919752,CBR3,0.0065756068,0.5935076384076652,0.7397767821975952,MMS22L,-0.057862677,1.4176119858795692e-10,2.9068750123497904e-10,TENM1,-1.6375064,0.6714672948232662,0.9241937449587536,BDKRB1,-2.2699373,0.47106492623166063,0.5499583713690896,ATP6V1C1,-0.33785778,0.0011714628749177932,0.0016847453505107045,ZNF124,-0.3010755,5.7537272834965485e-11,1.2906547586582924e-10,ZCCHC18,-0.8858141,0.03254881862953479,0.038206951136107885
SPIN4,-2.1040425,0.10075448434693272,0.17936236659562638,NFKBIL1,-0.051388785,0.04902908046877025,0.07949579742529872,PPP2R2C,-2.069262,0.0010147733663932095,0.0018667673873240269,CD99L2,-0.012974336,0.07521395951860248,0.10329684930883143,TLE6,-1.1750304,0.6722524645704095,0.8535006684979971,HGF,-1.8108355,1.2129136647747333e-32,2.745244905335974e-32,PGAP3,-0.16364442,0.20488486398978611,0.3067886067401381,LPGAT1,0.16086063,5.815447641522303e-05,0.00011401238738094907,ACSM1,-0.25529826,0.00019910740605198621,0.00028553106918819613,SLC6A7,0.7851006,0.9717995241804049,0.9949315785736416,C20orf203,-0.53116727,0.21519619197650586,0.24524208482288198,COG4,0.19609904,6.330380221509304e-60,1.305521977357453e-59,MIR210HG,-0.10598739,0.12376294767342946,0.1956862771919752,FAM81B,-2.8347018,0.5933697505415916,0.7396660010881061,UHRF1,-0.4245814,1.3726535446578484e-10,2.8154508420734234e-10,PDCD1LG2,-3.03615,0.6712303688507899,0.9240361877858361,DGAT2,-0.7968273,0.46994566772381885,0.5488214824180047,FLT3LG,-2.0948217,0.0011634250229380556,0.0016733451297227804,ACOT8,-0.009994716,5.719398987795148e-11,1.2831450798841142e-10,F12,-2.528172,0.03224062774832903,0.037848129587568585
SLC7A1,-0.14265823,0.10072190247982818,0.17934107506200647,ARNT2,-0.1979319,0.04895883954094796,0.07939043798774971,NCBP1,-0.07247458,0.0010118282112685363,0.0018618033850847048,CAPZA2,0.05782664,0.07517302344610657,0.10325002455848566,LIPG,-0.36498898,0.6722308092071043,0.8535006684979971,TBC1D31,-0.5506217,1.197569335900374e-32,2.7109219165154405e-32,TOR1AIP1,0.111955054,0.20482531266660842,0.306729868899033,ZNF688,-0.45559898,5.8108946625722945e-05,0.00011393792678646366,SBF2,-0.042725068,0.0001995487141170495,0.0002861367404707374,VWA5B2,1.8832122,0.9718079274403352,0.9949315785736416,PPT2,0.059025872,0.214573203165636,0.2445505801371227,ZBTB5,-0.7956484,6.119865599098868e-60,1.262279781626351e-59,CYP26B1,-1.3217779,0.12373933472662599,0.1956851084473588,ATG9B,-1.3484676,0.5931059197048831,0.7393981942991985,CISH,-0.6796047,1.3725315941284697e-10,2.8154508420734234e-10,BST1,-0.6770069,0.6711228586043745,0.9239724668908247,TUBA3E,-1.2782745,0.46782949061923274,0.5463924061620075,NXT2,-0.6320092,0.0011524407293584046,0.0016577044879410067,RIF1,0.2640101,5.717472048458431e-11,1.28290348134604e-10,ABHD13,-0.45569402,0.03130824442000045,0.03676787991492077
